id,digit
2049,0.019876435
2050,0.015328753
2051,0.008988105
2052,0.99994075
2053,0.00014863505
2054,0.04724982
2055,1.3539142e-06
2056,0.0006491068
2057,3.0528838e-05
2058,4.3716804e-07
2059,2.523746e-05
2060,6.3090565e-06
2061,4.6194896e-06
2062,5.1551146e-05
2063,4.1703603e-05
2064,2.3659872e-05
2065,0.0016437593
2066,4.422978e-07
2067,6.648495e-05
2068,6.522225e-05
2069,0.00014784103
2070,4.654556e-05
2071,7.126203e-05
2072,0.048091248
2073,0.00076415966
2074,7.3789687e-07
2075,0.99290377
2076,0.002620562
2077,2.1641355e-05
2078,0.05943442
2079,0.00088926114
2080,0.0052273516
2081,0.99292
2082,0.37469524
2083,0.9651147
2084,2.8266155e-05
2085,0.00086699455
2086,0.018797193
2087,0.0011543159
2088,1.2536485e-08
2089,0.018805018
2090,1.0783863e-07
2091,0.0005946424
2092,0.03161313
2093,2.9394652e-05
2094,0.83424425
2095,0.0053684423
2096,0.012575579
2097,0.01695766
2098,0.03290945
2099,2.952079e-05
2100,0.000260899
2101,3.0752493e-05
2102,0.00021195077
2103,0.00045603275
2104,0.68452
2105,0.0009145167
2106,0.067385614
2107,0.05663091
2108,0.0007744354
2109,0.0004160487
2110,0.005116865
2111,0.00015451683
2112,1.47664e-06
2113,0.004144109
2114,0.2048769
2115,0.99219817
2116,0.07730317
2117,0.0039568204
2118,0.021220135
2119,0.07238858
2120,0.058271885
2121,0.0018483849
2122,0.006581023
2123,5.638805e-06
2124,0.002121497
2125,0.00016013815
2126,7.4632764e-05
2127,0.0013457733
2128,0.0002645336
2129,5.1826737e-06
2130,0.78920126
2131,0.013335956
2132,1.133886e-07
2133,0.00084637565
2134,7.920308e-05
2135,0.08694621
2136,0.99416417
2137,8.502323e-05
2138,0.3197045
2139,0.0052919453
2140,0.051420733
2141,0.023342447
2142,9.607745e-05
2143,0.97474617
2144,0.12567295
2145,0.00011439657
2146,0.0005077056
2147,0.98079866
2148,0.00013947184
2149,0.0020542797
2150,0.3266502
2151,0.0013972354
2152,0.999798
2153,0.011421675
2154,0.00034411415
2155,0.09793902
2156,0.00031848944
2157,7.0546346e-05
2158,0.02151314
2159,5.753116e-05
2160,0.012406334
2161,0.00028738801
2162,0.00089749123
2163,0.0010282615
2164,0.0046887337
2165,0.23224576
2166,0.0005801538
2167,0.00027128693
2168,0.0034523017
2169,0.39115062
2170,0.9456588
2171,0.0016334782
2172,2.0623747e-06
2173,1.42744975e-05
2174,0.04703393
2175,0.00013935014
2176,0.0013227566
2177,0.00049362506
2178,0.00022629455
2179,0.0001520899
2180,1.7521606e-05
2181,1.25003835e-05
2182,0.0029847124
2183,0.009571728
2184,0.031619642
2185,0.0012229988
2186,0.0005002073
2187,0.99796176
2188,9.4465206e-05
2189,0.00032605795
2190,0.020441337
2191,0.03966437
2192,0.003069673
2193,0.0004482818
2194,0.49322638
2195,0.00015289767
2196,0.0007678871
2197,0.0033041483
2198,0.000109577035
2199,0.00050235284
2200,0.0025327166
2201,0.0011762553
2202,0.019233884
